,Id,Name,Age,Nationality,Club,Value,Wage,Overall,Potential
15317,212645,Pa Konate,26,Guinea,Rosenborg BK,€1.2M,€3K,67,70
15318,212681,Andre Bennett,20,England,Middlesbrough,€130K,€2K,55,66
15319,212693,Tim Söderström,26,Sweden,Clube Sport Marítimo,€775K,€3K,65,66
15320,212714,Tiago Casasola,23,Argentina,Cosenza,€1M,€12K,67,73
15321,212735,Enzo Basilio,25,France,En Avant de Guingamp,€275K,€1K,59,64
15322,212742,Giorgio Rasulo,20,England,Milton Keynes Dons,€350K,€2K,60,71
15323,212753,Stefan Mauk,24,Australia,Adelaide United,€625K,€1K,63,65
15324,212764,Rafael Lima Pereira,22,Brazil,Daejeon Citizen,€1.6M,€9K,69,78
15325,212776,Chang Yong Lee,29,Korea Republic,Seongnam FC,€325K,€1K,62,62
15326,212821,Dylan Seys,23,Belgium,Royal Excel Mouscron,€1.1M,€3K,65,70
15327,212833,Richard Brindley,24,England,Barnet,€450K,€4K,64,66
15328,212850,Geírton Marques Aires,19,Brazil,Botafogo,€450K,€5K,64,76
15329,212879,Sven Michel,29,Germany,SC Paderborn 07,€1.4M,€11K,69,69
15330,212925,Tae Ho Kim,29,Korea Republic,Incheon United FC,€210K,€900,61,61
15331,212939,David Douline,27,France,Rodez Aveyron Football,€1.5M,€3K,69,71
15332,212940,Achille Anani,25,Ivory Coast,Grenoble Foot 38,€1.4M,€3K,67,70
15333,212973,Marko Marić,24,Croatia,Houston Dynamo,€1M,€2K,66,71
15334,212988,Adam Deja,26,Poland,Arka Gdynia,€625K,€2K,65,69
15335,213009,Abdulrahman Al Ghamdi,25,Saudi Arabia,Al Raed,€700K,€5K,64,65
15336,210977,Harry Cooksley,18,England,AFC Wimbledon,€50K,€0,52,59
15337,211003,Woo Young Jung,27,Korea Republic,Vissel Kobe,€650K,€5K,67,67
15338,211007,Mohamed Coly,33,Senegal,Parma,€375K,€4K,68,68
15339,211008,Antonio Baggio,19,Italy,Cittadella,€130K,€750,58,70
15340,211011,Christopher Dilo,25,France,Paris FC,€250K,€1K,61,67
15341,211029,Meshal Al Mouri,28,Saudi Arabia,Al Shoulla,€100K,€2K,54,54
15342,211042,Georgi Milanov,28,Bulgaria,,€0,€0,67,67
15343,211045,David Symington,20,England,Carlisle United,€120K,€2K,57,68
15344,211060,Elson Ferreira de Souza,30,Brazil,Shimizu S-Pulse,€1.2M,€2K,69,69
15345,211065,Enrique Royo Herranz,23,Spain,RCD Mallorca,€80K,€3K,56,62
15346,211088,Pavel Mogilevets,26,Russia,,€0,€0,71,72
15347,211173,Saleh Al Shehri,26,Saudi Arabia,Al Hilal,€1.2M,€13K,67,68
15348,211180,Nicolò Quaggiotto,20,Italy,Brescia,€190K,€2K,60,72
15349,211182,Nicolò Ragnoli,20,Italy,Brescia,€40K,€2K,52,63
15350,211189,Biagio Meccariello,29,Italy,Lecce,€1M,€2K,68,68
15351,211201,Leo Chambers,19,England,Colchester United,€140K,€2K,58,65
15352,211212,Abdelkader Oueslati,27,Tunisia,Al Fateh,€1M,€12K,68,69
15353,211217,Dan Sweeney,26,England,Forest Green Rovers,€325K,€3K,60,63
15354,211238,Luc Kassi,25,Ivory Coast,Stabæk Fotball,€775K,€1K,64,67
15355,211240,Julien Lopez,28,Algeria,Paris FC,€1.4M,€6K,69,69
15356,211243,David González Plata,29,Spain,CD Tenerife,€1.2M,€5K,68,68
15357,211249,Ribair Rodríguez,32,Uruguay,River Plate Montevideo,€675K,€500,67,67
15358,211264,Gaspar Servio,28,Argentina,Club Guaraní,€650K,€500,65,68
15359,211272,Claudio Corvalán,31,Argentina,Unión de Santa Fe,€1.7M,€10K,72,72
15360,211273,Cristian Álvarez,27,Argentina,Deportivo Pasto,€625K,€650,64,64
15361,211290,Maksymilian Rozwandowicz,25,Poland,LKS Lodz,€275K,€1K,61,63
15362,211299,Kelle Roos,28,Netherlands,Derby County,€950K,€9K,68,69
15363,211307,Danila Yaschuk,21,Russia,Zenit St. Petersburg,€180K,€7K,57,65
15364,211313,Nikolay Fadeev,22,Russia,Spartak Moscow,€300K,€6K,61,69
15365,211314,Nicolás Hidalgo García,27,Spain,Racing Santander,€575K,€3K,65,65
15366,211327,Mauro Goicoechea,32,Uruguay,Toulouse Football Club,€700K,€3K,69,69
15367,211387,Ben Lundt,24,Germany,FC Cincinnati,€180K,€850,56,62
15368,211420,Scott Tancock,20,Wales,Swansea City,€100K,€2K,58,64
15369,211437,Leonardo Bertone,26,Switzerland,Waasland-Beveren,€1.2M,€4K,67,70
15370,211463,Caolan Lavery,27,Northern Ireland,Walsall,€425K,€3K,62,62
15371,211473,Gurwinder Singh,28,India,,€0,€0,55,55
15372,211505,Alex Davey,22,Scotland,Cheltenham Town,€160K,€2K,58,66
15373,211519,Victor Manuel Armero Galindo,21,Spain,RCD Espanyol,€700K,€5K,65,71
15374,211521,Victor Fuchs,20,France,Real Sociedad,€220K,€4K,63,70
15375,211533,Rubén Ramiro Pastor,22,Spain,RC Celta,€450K,€4K,62,72
15376,211558,Øyvind Knutsen,19,Norway,Vålerenga Fotball,€25K,€2K,52,56
15377,211586,Rubén Díaz Jiménez,19,Spain,Real Valladolid CF,€90K,€2K,56,65
15378,211592,Andrey Semenov,31,Russia,,€0,€0,72,72
15379,211594,Greg Leigh,25,England,Aberdeen,€1M,€2K,66,69
15380,211596,Louis Hutton,19,England,Brentford,€45K,€2K,51,62
15381,211601,Luan Garcia Teixeira,22,Brazil,Vasco da Gama,€1.2M,€10K,69,74
15382,211604,Liam Roberts,25,England,Walsall,€350K,€2K,61,65
15383,211607,Florian Loshaj,23,Kosovo,Cracovia,€625K,€2K,63,67
15384,211618,Dominik Starkl,26,Austria,FC Admira Wacker Mödling,€475K,€2K,62,63
15385,211619,Sheldon Bateau,29,Trinidad & Tobago,KV Mechelen,€725K,€5K,66,66
15386,211622,Mateusz Cichocki,26,Poland,Zagłębie Sosnowiec,€300K,€1K,62,64
15387,211663,Jacob Blyth,26,England,Macclesfield Town,€110K,€2K,57,57
15388,211669,Alberto Moreno,19,Mexico,Club América,€275K,€3K,58,71
15389,211690,Gaël Andonian,24,Armenia,AC Ajaccio,€350K,€950,62,66
15390,211703,Marc Schnatterer,34,Germany,1. FC Heidenheim 1846,€750K,€14K,70,70
15391,211707,Paul McGinn,29,Scotland,Hibernian,€750K,€3K,66,66
15392,211741,Tom Schütz,31,Germany,DSC Arminia Bielefeld,€675K,€6K,68,68
15393,211746,Rico Benatelli,28,Germany,FC St. Pauli,€1M,€7K,67,67
15394,211779,Cheon Seok Bae,27,Korea Republic,Jeonnam Dragons,€325K,€2K,62,62
15395,209757,Vedran Janjetović,32,Australia,Western Sydney Wanderers,€200K,€1K,62,62
15396,209784,Jérôme Phojo,27,France,Clermont Foot 63,€475K,€1K,63,63
15397,209830,Quentin Beunardeau,26,France,Gil Vicente FC,€1.5M,€4K,69,73
15398,209849,Ebrima Bojang,23,Gambia,AS Saint-Étienne,€190K,€4K,58,65
15399,209886,Anthony Caceres,27,Australia,Sydney FC,€625K,€2K,64,64
15400,209892,Bryan Rabello,25,Chile,CD Universidad de Concepción,€2.3M,€3K,70,74
15401,209963,Diogo Mateus Rodrigues Maciel,27,Brazil,Kawasaki Frontale,€1.3M,€5K,68,69
15402,209965,Orhan Ademi,28,Switzerland,MSV Duisburg,€250K,€750,60,60
15403,209991,Aliosman Aydin,20,Turkey,Fortuna Düsseldorf,€180K,€2K,55,64
15404,209994,Bastian Müller,21,Germany,Fortuna Düsseldorf,€90K,€2K,57,65
15405,210010,Joris van Overeem,26,Netherlands,FC Utrecht,€2.9M,€12K,72,74
15406,210016,Diego Hipólito da Silva Lopes,26,Brazil,Rio Ave FC,€3.8M,€10K,73,75
15407,210028,Waleed Bakhashwain,30,Saudi Arabia,Al Wehda,€1.2M,€11K,69,69
15408,210046,Kieran Sadlier,25,Republic of Ireland,Rotherham United,€1.2M,€14K,67,68
15409,210113,Gerardo Moreno,26,Mexico,U.N.A.M.,€550K,€3K,63,64
15410,210119,Quillan Roberts,23,Canada,Los Angeles FC,€130K,€1K,58,65
15411,210124,Luis Trujillo,19,Mexico,Club Tijuana,€210K,€750,62,71
15412,210134,Mohammed Al Fatil,28,Saudi Arabia,Al Ahli,€800K,€10K,66,67
15413,210140,Abdullah Al Mayoof,33,Saudi Arabia,Al Hilal,€600K,€17K,71,71
15414,210153,Roussel Ngankam,19,Germany,1. FC Nürnberg,€120K,€2K,58,70
15415,210158,Andy Kellett,24,England,Notts County,€550K,€4K,64,65
15416,210209,Muhannad Asiri,33,Saudi Arabia,Al Ahli,€375K,€9K,64,64
15417,210215,Alejandro Rubio Brito,19,Spain,Sevilla FC,€120K,€3K,58,70
15418,210217,Connor Chapman,24,Australia,Western United FC,€925K,€1K,67,72
15419,210253,Jordy Tutuarima,25,Netherlands,De Graafschap,€550K,€3K,65,68
15420,210255,Mathias Pogba,25,Guinea,Sparta Rotterdam,€400K,€3K,63,64
15421,210259,Ahmed Hassan,27,Egypt,Olympiacos CFP,€3.6M,€1K,73,74
15422,210268,Luiz Gustavo Tavares Conde,19,Brazil,Vitória,€450K,€7K,67,72
15423,210269,Renato Augusto Santos Júnior,27,Brazil,Shimizu S-Pulse,€1.4M,€2K,69,70
15424,210281,Cristian Pellerano,38,Argentina,Independiente del Valle,€1.1M,€650,75,75
15425,210319,Ismahil Akinade,24,Nigeria,Waterford FC,€350K,€1K,61,66
15426,210363,Lucas Wílchez,33,Argentina,Arsenal de Sarandí,€1.4M,€9K,71,71
15427,210365,Jonatan Lucca,26,Brazil,Farense,€1.8M,€4K,69,72
15428,210401,Christos Donis,25,Greece,VVV-Venlo,€1.3M,€3K,67,70
15429,210404,Souleymane Doukara,28,France,Ettifaq FC,€1.6M,€17K,70,70
15430,210408,Ilan Boccara,20,Netherlands,Évian Thonon Gaillard FC,€350K,€4K,65,78
15431,210474,Philipp Erhardt,26,Austria,Türkgücü München,€525K,€1K,63,65
15432,210482,Simon Piesinger,28,Austria,Randers FC,€725K,€4K,66,66
15433,210498,Faisal Darwish,28,Saudi Arabia,Al Taawoun,€425K,€5K,63,63
15434,210527,Pape Paye,30,France,FC Sochaux-Montbéliard,€1M,€3K,68,68
15435,210543,Marco Migliorini,27,Italy,US Salernitana 1919,€950K,€2K,68,70
15436,210601,Thomas Ebner,28,Austria,FK Austria Wien,€900K,€7K,67,67
15437,210670,Francesco Fedato,24,Italy,Foggia,€950K,€2K,68,71
15438,210676,Wladimiro Falcone,25,Italy,Sampdoria,€675K,€3K,64,69
15439,210713,Frederik Holst,25,Denmark,IF Elfsborg,€1.5M,€3K,69,70
15440,210762,Betsiel Hernández,25,Mexico,Santos Laguna,€575K,€5K,63,66
15441,210763,Rıdhwan Al Mousa,22,Saudi Arabia,Al Hilal,€70K,€2K,55,60
15442,210778,Yousef Khamis Al Sawasan,27,Saudi Arabia,Al Batin,€100K,€2K,58,58
15443,210789,Mubarak Al Dossary,21,Saudi Arabia,Ettifaq FC,€25K,€750,49,52
15444,210814,Julián Velázquez,29,Argentina,Club Tijuana,€2.5M,€17K,73,73
15445,210818,Linus Oskarsson,17,Sweden,Åtvidabergs FF,€70K,€500,44,65
15446,210826,Felipe Gallegos,28,Chile,Atlético de San Luis,€1.2M,€7K,68,68
15447,210852,Panagiotis Deligiannidis,23,Greece,Sepsi OSK,€525K,€2K,62,66
15448,210870,Georgiy Zhukov,25,Kazakhstan,Wisła Kraków,€1.1M,€2K,66,69
15449,210879,Aljaž Struna,29,Slovenia,Montreal Impact,€1M,€4K,68,68
15450,210880,Riccardo Fiamozzi,27,Italy,Empoli,€1.5M,€3K,70,70
15451,210898,Abdullah Al Fahad,26,Saudi Arabia,Al Raed,€550K,€4K,63,66
15452,210911,Tareq Al Kaabi,26,Saudi Arabia,Al Hazem,€120K,€2K,58,59
15453,210913,Lucas Finazzi,24,Brazil,Chievo Verona,€350K,€4K,62,66
15454,210958,Matheus C. Vidotto de Oliveira,20,Brazil,Corinthians,€110K,€3K,60,77
15455,208775,Momar Bangoura,21,Senegal,Swindon Town,€240K,€2K,59,70
15456,208778,Nicolò Manfredini,32,Italy,Benevento,€425K,€4K,66,66
15457,208782,Mickey van der Hart,26,Netherlands,Lech Poznań,€1.2M,€3K,68,71
15458,208806,Morgan Fox,26,Wales,Stoke City,€1.5M,€12K,69,70
15459,208818,Jose Antonio Delgado Villar,22,Spain,Elche CF,€1.3M,€8K,68,76
15460,208827,John Lennon Silva Santos,20,Brazil,Atlético Clube Goianiense,€650K,€2K,65,71
15461,208854,Pascal Landais,36,France,Chamois Niortais Football Club,€60K,€2K,58,58
15462,208862,Jimmy Giraudon,28,France,ESTAC Troyes,€1.2M,€4K,69,69
15463,208911,Gabriel Girotto Franco,22,Brazil,Palmeiras,€6M,€70K,76,82
15464,208916,Mohammed Al Sahlawi,33,Saudi Arabia,Al Taawoun,€375K,€6K,64,64
15465,208940,Mattia Maggio,19,Germany,Hamburger SV,€190K,€2K,60,69
15466,208945,Ashton Götz,23,Germany,Roda JC Kerkrade,€550K,€3K,65,67
15467,208963,Jordan Sinnott,23,England,Chesterfield,€325K,€3K,61,64
15468,208965,Ahmed Asiri,28,Saudi Arabia,Al Taawoun,€625K,€6K,65,65
15469,208996,Tosin Olufemi,21,England,Colchester United,€110K,€2K,56,59
15470,209006,Marcos Riveros,31,Paraguay,Sportivo Luqueño,€825K,€500,67,67
15471,209040,Majed Hazazi,32,Saudi Arabia,Damac FC,€230K,€3K,61,61
15472,209046,Bandar Al Garni,32,Saudi Arabia,Al Raed,€15K,€750,48,48
15473,209082,Santana La Cruz,33,Paraguay,,€0,€0,76,76
15474,209091,Celio Barrertos,30,Paraguay,,€0,€0,72,72
15475,209097,Omar Luis Cardosa,30,Paraguay,,€0,€0,80,80
15476,209100,Luis Barrogios,30,Paraguay,,€0,€0,75,75
15477,209112,Marcelo Rivoredo,26,Paraguay,,€0,€0,67,67
15478,209120,Nacho Pintor Torres,29,Venezuela,,€0,€0,71,71
15479,209143,Andy Merozo,28,Venezuela,,€0,€0,66,66
15480,209193,Patrick Wiegers,30,Germany,SG Dynamo Dresden,€525K,€2K,65,66
15481,209219,Hamad Al Rabaei,34,Saudi Arabia,Najran SC,€275K,€4K,65,65
15482,209238,Jean Mota Oliveira de Souza,19,Brazil,Portuguesa de Desportos,€625K,€5K,66,72
15483,209258,Raheem Hanley,23,England,Northampton Town,€180K,€2K,59,66
15484,209267,Jeroen Lumu,21,Netherlands,SKN St. Pölten,€725K,€5K,65,71
15485,209304,Jules Iloki,25,France,FC Nantes,€1.1M,€15K,68,69
15486,209317,Panagiotis Vlachodimos,28,Greece,SG Dynamo Dresden,€850K,€3K,66,66
15487,209324,Sam Stanton,26,Scotland,Dundalk,€300K,€700,59,62
15488,209330,Mathias Fredriksen,26,Norway,Mjøndalen IF,€190K,€750,57,58
15489,209332,Mirko Salvi,24,Switzerland,FC Luzern,€1M,€5K,69,74
15490,209361,Tim Payne,26,New Zealand,Wellington Phoenix,€525K,€1K,63,64
15491,209364,Corey Brown,26,Australia,Brisbane Roar,€350K,€1K,61,62
15492,209378,Bart van Hintum,33,Netherlands,FC Groningen,€675K,€5K,69,69
15493,209401,Djavan Anderson,25,Netherlands,Lazio,€950K,€12K,65,68
15494,209413,Mateusz Matras,29,Poland,Stal Mielec,€600K,€1K,65,65
15495,209423,Mathieu Michel,28,France,Chamois Niortais Football Club,€950K,€2K,68,69
15496,209450,Elias C. Pereira Filho,28,Brazil,Figueirense,€725K,€10K,67,67
15497,209453,Adam Frączczak,32,Poland,Pogoń Szczecin,€700K,€3K,66,66
15498,209454,Mateusz Lewandowski,25,Poland,Lechia Gdańsk,€300K,€2K,62,64
15499,209461,Jeshua Angoy,19,Netherlands,Wigan Athletic,€100K,€2K,57,67
15500,209462,Rakish Bingham,25,England,Doncaster Rovers,€325K,€2K,61,64
15501,209463,Steven Boothman,20,England,Wigan Athletic,€100K,€2K,58,64
15502,209475,John O'Sullivan,26,Republic of Ireland,Morecambe,€650K,€3K,64,64
15503,209481,Adam Mitchell,19,England,Sunderland,€110K,€2K,59,69
15504,209484,Hadi Sacko,26,Mali,Denizlispor,€1.2M,€8K,67,68
15505,209493,Donervon Daniels,26,Montserrat,Crewe Alexandra,€650K,€3K,64,66
15506,209542,Vinicius Goes Barbosa de Souza,24,Brazil,Fluminense,€950K,€15K,67,71
15507,209565,Mohammed Al Fehaid,30,Saudi Arabia,Al Fateh,€400K,€6K,63,63
15508,209567,Rabyi Sufyani,33,Saudi Arabia,Al Ain,€375K,€5K,64,64
15509,209578,Ibrahim Al Ibrahim,23,Saudi Arabia,Al Khaleej,€80K,€2K,54,58
15510,209618,Florian Tardieu,28,France,ESTAC Troyes,€2.3M,€7K,72,73
15511,209665,Pasquale Fazio,30,Italy,Castellammare di Stabia,€500K,€1K,66,66
15512,209709,Bright Edomwonyi,25,Nigeria,FK Austria Wien,€900K,€6K,65,67
15513,209711,Rasmus Thelander,28,Denmark,Aalborg BK,€875K,€5K,67,67
15514,209723,Matías Britos,31,Uruguay,Peñarol,€1.6M,€950,71,71
15515,207553,Marcus Rohdén,28,Sweden,Frosinone,€2.4M,€4K,71,71
15516,207600,Eddie Hernández,25,Honduras,Deportes Tolima,€550K,€1K,64,67
15517,207618,David Fällman,30,Sweden,Hammarby IF,€700K,€2K,66,66
15518,207640,Mohamed Yattara,25,Guinea,AJ Auxerre,€1.3M,€4K,69,72
15519,207642,Rory Donnelly,24,Northern Ireland,Gillingham,€425K,€3K,63,64
15520,207646,Pierce Sweeney,25,Republic of Ireland,Exeter City,€525K,€3K,63,65
15521,207672,Tommy Meyer,25,United States,LA Galaxy,€575K,€9K,65,69
15522,207683,Sokratis Dioudis,27,Greece,Panathinaikos FC,€3.9M,€600,74,76
15523,207684,Giannis Gianniotas,25,Greece,AEK Athens,€2.1M,€1K,70,71
15524,207689,Giorgos Katidis,20,Greece,Novara,€425K,€1K,64,77
15525,207739,Mike Havenaar,32,Japan,Vissel Kobe,€600K,€4K,67,67
15526,207741,Mart Lieder,30,Netherlands,Odense Boldklub,€850K,€5K,66,66
15527,207753,Ban Suk Oh,32,Korea Republic,Incheon United FC,€650K,€2K,67,67
15528,207792,Carlos Selfa Sanfélix,23,Spain,UD Almería,€325K,€4K,62,68
15529,207793,Jaime Guadaño Casanova,21,Spain,Rayo Vallecano,€475K,€3K,63,69
15530,207806,Brennan Dickenson,27,England,Carlisle United,€475K,€3K,63,63
15531,207820,Mahmut Özen,31,Sweden,Falkenbergs FF,€160K,€600,59,59
15532,207824,Thibaut Vion,25,France,Chamois Niortais Football Club,€650K,€2K,65,66
15533,207829,Luke Coddington,23,England,Northampton Town,€60K,€2K,53,60
15534,207834,Antoine Gounet,28,France,US Quevilly Rouen Métropole,€130K,€1K,59,61
15535,207844,Adil Tihouna,20,Morocco,PEC Zwolle,€190K,€750,61,68
15536,207868,John Mountney,27,Republic of Ireland,St. Patrick's Athletic,€500K,€750,63,63
15537,207887,Fabian Schnellhardt,26,Germany,SV Darmstadt 98,€1.2M,€7K,67,68
15538,207904,Michał Mak,28,Poland,Wisła Kraków,€725K,€2K,65,65
15539,207905,Mateusz Mak,28,Poland,Stal Mielec,€725K,€1K,65,65
15540,207916,Lasse Vigen,25,Denmark,Brøndby IF,€1.6M,€8K,68,71
15541,207925,Mario Saldívar,29,Paraguay,River Plate Asunción,€1.1M,€500,68,68
15542,207946,Ibrahima Touré,31,Senegal,GFC Ajaccio,€2.1M,€7K,71,71
15543,207967,Rafael Garcia,28,United States,LA Galaxy,€375K,€3K,64,64
15544,207997,Raúl Albentosa Redal,29,Spain,Deportivo de La Coruña,€1.4M,€6K,70,70
15545,208012,Sifiso Myeni,26,South Africa,Orlando Pirates,€2.4M,€1K,74,76
15546,208036,Lukas Thürauer,29,Austria,SKN St. Pölten,€625K,€6K,66,66
15547,208079,Yong Chan Kim,24,Korea Republic,Incheon United FC,€130K,€3K,58,62
15548,208106,Nicolò Lolli,19,Italy,Parma,€120K,€2K,59,74
15549,208127,Kévin Koubemba,24,Congo,Football Bourg En Bresse Peronnas 01,€700K,€2K,65,68
15550,208129,Soma Novothny,26,Hungary,VfL Bochum 1848,€700K,€5K,64,65
15551,208153,Lars Veldwijk,27,South Africa,Jeonbuk Hyundai Motors,€950K,€6K,68,68
15552,208157,Juan Tomás Ortuño Martínez,28,Spain,C.D. Castellón,€1M,€4K,67,67
15553,208160,Darko Jevtić,26,Switzerland,Lech Poznań,€3.8M,€8K,72,74
15554,208188,Jon Guthrie,27,England,Livingston FC,€950K,€3K,67,67
15555,208297,Kent-Are Antonsen,24,Norway,Tromsø IL,€600K,€1K,64,69
15556,208299,Maxim Belyaev,27,Russia,,€0,€0,72,74
15557,208309,Ibrahima Cissé,25,Guinea,Fulham,€1.1M,€14K,68,73
15558,208374,Andrew Wooten,30,United States,FC Admira Wacker Mödling,€1.4M,€7K,69,69
15559,208430,Eoin Hyland,18,Republic of Ireland,Bray Wanderers,€35K,€500,53,65
15560,208432,Tom Pettersson,30,Sweden,FC Cincinnati,€1.1M,€4K,69,69
15561,208459,Mitchell Dijks,27,Netherlands,Bologna,€2.3M,€20K,72,72
15562,208485,Lalrindika Ralte,25,India,,€0,€0,61,62
15563,208549,Andy Rose,30,Australia,Vancouver Whitecaps FC,€575K,€2K,65,65
15564,208614,Alan Uryga,26,Poland,Wisła Płock,€1M,€2K,66,69
15565,208626,Ahmed Said,27,Italy,Rio Ave FC,€1.2M,€4K,67,68
15566,208629,Enrique Rivero Pérez,22,Spain,CD Tenerife,€275K,€4K,62,70
15567,208659,Niels Coussement,23,Belgium,KV Oostende,€180K,€3K,60,63
15568,208719,Philipp Kühn,27,Germany,VfL Osnabrück,€1.4M,€7K,71,71
15569,208723,Julian Schauerte,31,Germany,SC Preußen Münster,€400K,€2K,65,65
15570,208729,Jake Kirby,20,England,Tranmere Rovers,€80K,€2K,54,59
15571,208730,Enrico Valentini,31,Germany,1. FC Nürnberg,€875K,€5K,68,68
15572,208764,Zlatan Alomerović,29,Serbia,Lechia Gdańsk,€700K,€3K,66,68
15573,208769,Will Vaulks,26,Wales,Cardiff City,€2.1M,€17K,71,73
15574,208773,Louie Swain,18,England,Bradford City,€30K,€250,47,59
15575,205231,Lewis Toshney,22,Scotland,Ross County FC,€100K,€2K,59,67
15576,205288,Fernando Martínez Rubio,30,Spain,UD Almería,€1.2M,€4K,70,71
15577,205300,Rachid Bouhenna,29,Algeria,Sepsi OSK,€650K,€3K,65,66
15578,205330,Jeff Louis,25,Haiti,Stade Malherbe Caen,€1.3M,€10K,69,72
15579,205365,Jan Kopic,30,Czech Republic,Viktoria Plzeň,€4.1M,€1K,74,74
15580,205386,Guillaume Hubert,26,Belgium,KV Oostende,€1.4M,€5K,69,72
15581,205419,Samuel Reyes Domínguez,26,Spain,UD Almería,€550K,€3K,65,68
15582,205447,Moritz Kuhn,28,Germany,SV Wehen Wiesbaden,€775K,€3K,66,66
15583,205500,Sandro Rafael Veiga Cunha,25,Portugal,Vitória de Setúbal,€750K,€3K,63,64
15584,205510,Carlos Sánchez,32,Uruguay,Monterrey,€6M,€58K,76,76
15585,205543,Danilo Gomes Cintra,26,Brazil,Associação Académica de Coimbra,€450K,€3K,64,66
15586,205545,Flávio Nunes Ferreira,23,Portugal,Málaga CF,€4M,€35K,74,80
15587,205557,Brahim Darri,25,Netherlands,BB Erzurumspor,€1.4M,€7K,68,69
15588,205589,Curtis Thompson,26,England,Wycombe Wanderers,€1.2M,€6K,68,68
15589,205609,Johanna Omolo,30,Kenya,BB Erzurumspor,€600K,€4K,65,65
15590,205630,Luciano Abecasis,30,Argentina,Club Libertad,€1.6M,€750,71,71
15591,205669,Luís Carlos Ramos Martins,28,Portugal,Sporting Kansas City,€1.1M,€4K,68,68
15592,205703,Miguel Bañuz Antón,22,Spain,Villarreal CF,€325K,€4K,62,68
15593,205747,Martin Sourzac,28,France,AS Nancy Lorraine,€375K,€1K,63,64
15594,205760,Márton Eppel,27,Hungary,KSV Cercle Brugge,€1.9M,€10K,70,70
